IPProto,SrcIP,SrcPort,DstIp,DstPort,UID,App,PackageName,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen
1,10.215.173.1,2548,185.229.190.17,0,-1,Unknown,unknown,ICMP,Closed,hule.games.sayyouditto.com,336,336,4,4,2026-06-19T16:10:10.689+03:00,2026-06-19T16:10:14.165+03:00
1,10.215.173.1,2550,154.94.72.16,0,-1,Unknown,unknown,ICMP,Closed,res.sayyouditto.com,336,336,4,4,2026-06-19T16:10:10.693+03:00,2026-06-19T16:10:14.189+03:00
17,10.215.173.1,17068,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,change-api.netease.im,67,171,1,1,2026-06-19T16:10:10.697+03:00,2026-06-19T16:10:10.968+03:00
17,10.215.173.1,9563,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,16.72.94.154.in-addr.arpa,71,148,1,1,2026-06-19T16:10:10.737+03:00,2026-06-19T16:10:11.097+03:00
6,10.215.173.1,50962,34.49.191.111,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,change-api.netease.im,1537,5627,10,9,2026-06-19T16:10:10.972+03:00,2026-06-19T16:11:16.718+03:00
17,10.215.173.1,6792,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,app.adjust.com,60,124,1,1,2026-06-19T16:10:11.002+03:00,2026-06-19T16:10:11.362+03:00
17,10.215.173.1,53925,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,17.190.229.185.in-addr.arpa,73,120,1,1,2026-06-19T16:10:11.101+03:00,2026-06-19T16:10:11.441+03:00
17,10.215.173.1,35146,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,23.251.98.98.in-addr.arpa,71,166,1,1,2026-06-19T16:10:11.113+03:00,2026-06-19T16:10:11.441+03:00
6,10.215.173.1,49878,185.151.204.10,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,app.adjust.com,2440,5005,13,11,2026-06-19T16:10:11.371+03:00,2026-06-19T16:10:18.247+03:00
6,10.215.173.1,51400,98.98.251.23,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,im.sayyouditto.com,7348,55371,70,72,2026-06-19T16:10:11.383+03:00,2026-06-19T16:11:28.937+03:00
17,10.215.173.1,48342,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,statistic.live.126.net,68,160,1,1,2026-06-19T16:10:11.427+03:00,2026-06-19T16:10:11.563+03:00
17,10.215.173.1,55719,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,link-ga-hz.yunxinfw.com,69,161,1,1,2026-06-19T16:10:11.489+03:00,2026-06-19T16:10:11.586+03:00
6,10.215.173.1,37874,220.197.34.75,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,statistic.live.126.net,1512,5285,12,12,2026-06-19T16:10:11.568+03:00,2026-06-19T16:10:16.219+03:00
6,10.215.173.1,45020,35.247.180.175,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,link-ga-hz.yunxinfw.com,1384,1253,14,13,2026-06-19T16:10:11.592+03:00,2026-06-19T16:11:16.718+03:00
6,10.215.173.1,57812,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Error,res.sayyouditto.com,3201,49995,37,43,2026-06-19T16:10:11.602+03:00,2026-06-19T16:10:30.786+03:00
6,10.215.173.1,57814,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Error,res.sayyouditto.com,2209,37121,23,32,2026-06-19T16:10:11.608+03:00,2026-06-19T16:10:16.590+03:00
6,10.215.173.1,57820,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Error,res.sayyouditto.com,4019,84960,48,68,2026-06-19T16:10:11.617+03:00,2026-06-19T16:10:31.914+03:00
6,10.215.173.1,57822,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Error,res.sayyouditto.com,4113,78203,49,55,2026-06-19T16:10:11.624+03:00,2026-06-19T16:10:16.628+03:00
6,10.215.173.1,57828,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Error,res.sayyouditto.com,12981,937905,271,386,2026-06-19T16:10:11.639+03:00,2026-06-19T16:10:32.028+03:00
6,10.215.173.1,57832,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.sayyouditto.com,2394,35585,21,30,2026-06-19T16:10:12.668+03:00,2026-06-19T16:10:21.546+03:00
6,10.215.173.1,57834,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Error,res.sayyouditto.com,2970,54553,30,37,2026-06-19T16:10:12.683+03:00,2026-06-19T16:10:30.890+03:00
17,10.215.173.1,25222,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,www.dittoparty.com,64,179,1,1,2026-06-19T16:10:14.054+03:00,2026-06-19T16:10:14.391+03:00
17,10.215.173.1,21512,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,hule.games.dittoparty.com,71,211,1,1,2026-06-19T16:10:14.179+03:00,2026-06-19T16:10:14.515+03:00
17,10.215.173.1,56984,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,res.dittoparty.com,64,178,1,1,2026-06-19T16:10:14.205+03:00,2026-06-19T16:10:14.536+03:00
17,10.215.173.1,19070,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,im.dittoparty.com,63,177,1,1,2026-06-19T16:10:14.215+03:00,2026-06-19T16:10:14.537+03:00
1,10.215.173.1,2552,98.98.251.23,0,-1,Unknown,unknown,ICMP,Closed,www.dittoparty.com,336,588,4,7,2026-06-19T16:10:14.415+03:00,2026-06-19T16:10:17.888+03:00
6,10.215.173.1,57844,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.sayyouditto.com,1346,7275,11,11,2026-06-19T16:10:14.513+03:00,2026-06-19T16:10:16.671+03:00
1,10.215.173.1,2554,193.118.39.35,0,-1,Unknown,unknown,ICMP,Closed,hule.games.dittoparty.com,336,336,4,4,2026-06-19T16:10:14.546+03:00,2026-06-19T16:10:17.939+03:00
1,10.215.173.1,2556,154.94.72.16,0,-1,Unknown,unknown,ICMP,Closed,res.dittoparty.com,336,504,4,6,2026-06-19T16:10:14.551+03:00,2026-06-19T16:10:17.963+03:00
1,10.215.173.1,2558,98.98.251.23,0,-1,Unknown,unknown,ICMP,Closed,im.dittoparty.com,336,336,4,4,2026-06-19T16:10:14.564+03:00,2026-06-19T16:10:18.012+03:00
17,10.215.173.1,1985,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,35.39.118.193.in-addr.arpa,72,149,1,1,2026-06-19T16:10:14.831+03:00,2026-06-19T16:10:15.028+03:00
6,10.215.173.1,57848,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.sayyouditto.com,1431,1989,10,9,2026-06-19T16:10:16.493+03:00,2026-06-19T16:10:17.366+03:00
17,10.215.173.1,65375,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,ip-api.com,56,72,1,1,2026-06-19T16:10:18.054+03:00,2026-06-19T16:10:18.455+03:00
6,10.215.173.1,51454,98.98.251.23,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,www.dittoparty.com,33356,101119,127,147,2026-06-19T16:10:18.142+03:00,2026-06-19T16:11:28.978+03:00
6,10.215.173.1,51432,208.95.112.1,80,10340,Ditto,com.ditto.mobile,TCP,Closed,ip-api.com,180,40,3,1,2026-06-19T16:10:18.461+03:00,2026-06-19T16:11:21.730+03:00
6,10.215.173.1,57860,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,11951,1220535,256,384,2026-06-19T16:10:20.360+03:00,2026-06-19T16:10:42.319+03:00
6,10.215.173.1,51466,98.98.251.23,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,www.dittoparty.com,12958,54057,64,64,2026-06-19T16:10:20.379+03:00,2026-06-19T16:11:28.908+03:00
6,10.215.173.1,51470,98.98.251.23,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,www.dittoparty.com,6654,53014,45,45,2026-06-19T16:10:20.511+03:00,2026-06-19T16:11:28.936+03:00
6,10.215.173.1,51476,98.98.251.23,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,www.dittoparty.com,5582,105200,53,66,2026-06-19T16:10:20.777+03:00,2026-06-19T16:11:28.912+03:00
6,10.215.173.1,51474,98.98.251.23,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,www.dittoparty.com,4152,73094,45,44,2026-06-19T16:10:20.784+03:00,2026-06-19T16:11:28.908+03:00
6,10.215.173.1,57880,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,825,464,6,5,2026-06-19T16:10:28.559+03:00,2026-06-19T16:10:29.375+03:00
6,10.215.173.1,57882,154.94.72.16,443,10340,Ditto,com.ditto.mobile,TLS,Closed,res.dittoparty.com,140,128,3,3,2026-06-19T16:10:28.572+03:00,2026-06-19T16:10:29.378+03:00
6,10.215.173.1,57888,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,6780,519288,127,170,2026-06-19T16:10:28.968+03:00,2026-06-19T16:10:42.965+03:00
6,10.215.173.1,57890,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,12096,1088204,277,415,2026-06-19T16:10:28.971+03:00,2026-06-19T16:10:39.039+03:00
6,10.215.173.1,57892,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,4642,291764,82,117,2026-06-19T16:10:28.976+03:00,2026-06-19T16:10:41.413+03:00
6,10.215.173.1,57902,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,5588,349982,102,136,2026-06-19T16:10:29.271+03:00,2026-06-19T16:10:43.179+03:00
6,10.215.173.1,57906,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,13659,966678,303,436,2026-06-19T16:10:29.350+03:00,2026-06-19T16:10:54.194+03:00
6,10.215.173.1,57912,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,7601,593578,160,300,2026-06-19T16:10:30.374+03:00,2026-06-19T16:10:38.708+03:00
6,10.215.173.1,57918,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,825,464,6,5,2026-06-19T16:10:34.342+03:00,2026-06-19T16:10:37.843+03:00
6,10.215.173.1,57922,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,825,464,6,5,2026-06-19T16:10:34.561+03:00,2026-06-19T16:10:35.553+03:00
6,10.215.173.1,57926,154.94.72.16,443,10340,Ditto,com.ditto.mobile,TLS,Closed,res.dittoparty.com,100,88,2,2,2026-06-19T16:10:34.932+03:00,2026-06-19T16:10:35.463+03:00
6,10.215.173.1,57930,154.94.72.16,443,10340,Ditto,com.ditto.mobile,TLS,Closed,res.dittoparty.com,100,88,2,2,2026-06-19T16:10:34.952+03:00,2026-06-19T16:10:35.464+03:00
6,10.215.173.1,57934,154.94.72.16,443,10340,Ditto,com.ditto.mobile,TCP,Closed,res.dittoparty.com,100,88,2,2,2026-06-19T16:10:35.004+03:00,2026-06-19T16:10:35.673+03:00
6,10.215.173.1,57938,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,825,464,6,5,2026-06-19T16:10:35.380+03:00,2026-06-19T16:10:37.355+03:00
6,10.215.173.1,57940,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,825,464,6,5,2026-06-19T16:10:35.387+03:00,2026-06-19T16:10:37.355+03:00
6,10.215.173.1,57942,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,4452,589054,81,115,2026-06-19T16:10:35.391+03:00,2026-06-19T16:10:54.207+03:00
6,10.215.173.1,57946,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,2301,67431,36,44,2026-06-19T16:10:35.399+03:00,2026-06-19T16:10:37.963+03:00
6,10.215.173.1,57954,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,3944,215630,64,87,2026-06-19T16:10:36.078+03:00,2026-06-19T16:10:54.252+03:00
6,10.215.173.1,57958,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Error,res.dittoparty.com,1661,26974,20,24,2026-06-19T16:10:36.872+03:00,2026-06-19T16:10:43.265+03:00
6,10.215.173.1,57962,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,2061,101256,30,36,2026-06-19T16:10:36.892+03:00,2026-06-19T16:10:42.974+03:00
6,10.215.173.1,57966,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,3804,140790,66,70,2026-06-19T16:10:37.157+03:00,2026-06-19T16:10:54.296+03:00
6,10.215.173.1,57978,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Error,res.dittoparty.com,1661,41050,20,28,2026-06-19T16:10:38.835+03:00,2026-06-19T16:10:42.863+03:00
6,10.215.173.1,57982,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,4360,431853,83,136,2026-06-19T16:10:39.023+03:00,2026-06-19T16:10:54.328+03:00
6,10.215.173.1,57990,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,1733,41110,23,26,2026-06-19T16:10:39.486+03:00,2026-06-19T16:10:44.929+03:00
6,10.215.173.1,57992,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,2173,218815,34,59,2026-06-19T16:10:39.489+03:00,2026-06-19T16:10:45.542+03:00
17,10.215.173.1,30466,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,statistic.live.126.net,68,160,1,1,2026-06-19T16:10:46.264+03:00,2026-06-19T16:10:46.384+03:00
6,10.215.173.1,38078,220.197.34.75,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,statistic.live.126.net,3661,1056,10,9,2026-06-19T16:10:46.387+03:00,2026-06-19T16:10:48.161+03:00
17,10.215.173.1,62317,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,firebaselogging-pa.googleapis.com,79,143,1,1,2026-06-19T16:10:49.596+03:00,2026-06-19T16:10:49.724+03:00
6,10.215.173.1,39720,216.239.38.223,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,firebaselogging-pa.googleapis.com,11841,6192,13,11,2026-06-19T16:10:49.728+03:00,2026-06-19T16:11:28.815+03:00
17,10.215.173.1,11870,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,pic.vchat-onlie.com,65,215,1,1,2026-06-19T16:10:54.139+03:00,2026-06-19T16:10:54.581+03:00
17,10.215.173.1,17331,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,ap3-tls.agora.io,62,221,1,1,2026-06-19T16:10:55.410+03:00,2026-06-19T16:10:55.511+03:00
17,10.215.173.1,61480,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,ap-tls-ipv6.agora.io,66,184,1,1,2026-06-19T16:10:55.413+03:00,2026-06-19T16:10:55.515+03:00
17,10.215.173.1,36762,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,ap-ipv6.agora.io,62,199,1,1,2026-06-19T16:10:55.417+03:00,2026-06-19T16:10:55.515+03:00
17,10.215.173.1,52907,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,ap2.agora.io,58,210,1,1,2026-06-19T16:10:55.420+03:00,2026-06-19T16:10:55.526+03:00
17,10.215.173.1,30414,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,ap-tds-tls.agora.io,65,250,1,1,2026-06-19T16:10:55.422+03:00,2026-06-19T16:10:55.527+03:00
17,10.215.173.1,8349,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,ap1-tds.agora.io,62,183,1,1,2026-06-19T16:10:55.425+03:00,2026-06-19T16:10:55.527+03:00
6,10.215.173.1,52744,139.159.110.147,443,10340,Ditto,com.ditto.mobile,TLS,Closed,ap.agora.io,410,128,4,3,2026-06-19T16:10:55.519+03:00,2026-06-19T16:10:56.017+03:00
17,10.215.173.1,24842,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,report-edge.agora.io,66,110,1,1,2026-06-19T16:10:55.524+03:00,2026-06-19T16:10:55.641+03:00
6,10.215.173.1,52748,139.159.110.147,443,10340,Ditto,com.ditto.mobile,TLS,Closed,ap.agora.io,410,128,4,3,2026-06-19T16:10:55.630+03:00,2026-06-19T16:10:56.517+03:00
17,10.215.173.1,38593,193.122.69.252,8443,10340,Ditto,com.ditto.mobile,UDP,Closed,,2147,18240,10,15,2026-06-19T16:10:55.653+03:00,2026-06-19T16:10:56.230+03:00
17,10.215.173.1,59415,104.166.161.75,8130,10340,Ditto,com.ditto.mobile,UDP,Closed,report-edge.agora.io,1290,48580,6,40,2026-06-19T16:10:55.659+03:00,2026-06-19T16:10:59.850+03:00
17,10.215.173.1,37125,193.122.69.252,8443,10340,Ditto,com.ditto.mobile,UDP,Closed,,2283,19518,12,26,2026-06-19T16:10:55.664+03:00,2026-06-19T16:10:58.393+03:00
6,10.215.173.1,50944,132.226.196.226,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,ap.agora.io,915,7415,9,10,2026-06-19T16:10:55.668+03:00,2026-06-19T16:10:56.476+03:00
6,10.215.173.1,38782,104.166.161.67,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,ap.agora.io,1328,9008,11,11,2026-06-19T16:10:55.672+03:00,2026-06-19T16:10:56.231+03:00
17,10.215.173.1,48378,103.198.202.62,8443,10340,Ditto,com.ditto.mobile,UDP,Closed,ap2.agora.io,1668,18814,9,17,2026-06-19T16:10:55.676+03:00,2026-06-19T16:10:56.508+03:00
17,10.215.173.1,39388,45.196.23.8,8443,10340,Ditto,com.ditto.mobile,UDP,Closed,ap1-tds.agora.io,3019,5259,10,40,2026-06-19T16:10:55.681+03:00,2026-06-19T16:11:03.953+03:00
6,10.215.173.1,38788,104.166.161.67,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,ap.agora.io,610,6955,9,9,2026-06-19T16:10:55.695+03:00,2026-06-19T16:10:56.330+03:00
17,10.215.173.1,57259,45.196.23.8,8443,10340,Ditto,com.ditto.mobile,UDP,Closed,ap1-tds.agora.io,3081,3741,11,17,2026-06-19T16:10:55.700+03:00,2026-06-19T16:10:57.997+03:00
17,10.215.173.1,45004,128.1.77.34,8443,10340,Ditto,com.ditto.mobile,UDP,Closed,ap1-tds.agora.io,3081,3741,11,17,2026-06-19T16:10:55.706+03:00,2026-06-19T16:10:57.973+03:00
17,10.215.173.1,40757,138.3.250.88,8443,10340,Ditto,com.ditto.mobile,UDP,Closed,ap1-tds.agora.io,3019,5208,10,39,2026-06-19T16:10:55.711+03:00,2026-06-19T16:11:03.475+03:00
17,10.215.173.1,47543,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,res.dittoparty.com,64,178,1,1,2026-06-19T16:10:55.826+03:00,2026-06-19T16:10:55.977+03:00
17,10.215.173.1,2037,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,res.dittoparty.com,64,178,1,1,2026-06-19T16:10:55.831+03:00,2026-06-19T16:10:55.984+03:00
6,10.215.173.1,33762,108.159.120.92,443,10340,Ditto,com.ditto.mobile,TCP,Closed,pic.vchat-onlie.com,100,88,2,2,2026-06-19T16:10:55.842+03:00,2026-06-19T16:10:55.989+03:00
17,10.215.173.1,42980,23.236.110.133,8130,10340,Ditto,com.ditto.mobile,UDP,Closed,,51169,27795,214,190,2026-06-19T16:10:56.240+03:00,2026-06-19T16:11:27.397+03:00
6,10.215.173.1,58046,154.94.72.16,443,10340,Ditto,com.ditto.mobile,TLS,Closed,res.dittoparty.com,100,88,2,2,2026-06-19T16:10:56.620+03:00,2026-06-19T16:10:56.818+03:00
6,10.215.173.1,58050,154.94.72.16,443,10340,Ditto,com.ditto.mobile,TLS,Closed,res.dittoparty.com,100,88,2,2,2026-06-19T16:10:56.734+03:00,2026-06-19T16:10:56.912+03:00
6,10.215.173.1,58054,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,2077,20751,20,22,2026-06-19T16:10:56.804+03:00,2026-06-19T16:11:18.306+03:00
6,10.215.173.1,58056,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,2037,22638,19,21,2026-06-19T16:10:56.814+03:00,2026-06-19T16:11:18.309+03:00
6,10.215.173.1,50976,132.226.196.226,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,ap.agora.io,570,6915,8,8,2026-06-19T16:10:57.046+03:00,2026-06-19T16:10:57.718+03:00
17,10.215.173.1,33067,103.198.202.62,8443,10340,Ditto,com.ditto.mobile,UDP,Closed,ap2.agora.io,3689,4487,9,19,2026-06-19T16:10:57.052+03:00,2026-06-19T16:10:59.459+03:00
