IPProto,SrcIP,SrcPort,DstIp,DstPort,UID,App,PackageName,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen
6,10.215.173.1,55342,102.132.97.18,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,graph.facebook.com,2058,4708,11,9,2026-06-19T15:50:04.462+03:00,2026-06-19T15:51:14.244+03:00
6,10.215.173.1,55344,102.132.97.18,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,graph.accountkit.com,1085,3863,11,9,2026-06-19T15:50:04.465+03:00,2026-06-19T15:50:10.022+03:00
6,10.215.173.1,58260,119.29.29.88,80,10340,Ditto,com.ditto.mobile,TCP,Closed,,160,88,3,2,2026-06-19T15:50:04.610+03:00,2026-06-19T15:50:07.270+03:00
6,10.215.173.1,46812,162.62.219.35,30561,10340,Ditto,com.ditto.mobile,TCP,Closed,tools.hulekeji.com,300,0,5,0,2026-06-19T15:50:04.988+03:00,2026-06-19T15:50:20.391+03:00
6,10.215.173.1,49516,34.49.191.111,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,abt-online.netease.im,1681,6346,11,10,2026-06-19T15:50:05.202+03:00,2026-06-19T15:50:12.646+03:00
6,10.215.173.1,54852,163.181.97.185,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,wannos.127.net,1376,5814,13,12,2026-06-19T15:50:06.551+03:00,2026-06-19T15:50:13.033+03:00
6,10.215.173.1,32930,162.62.10.47,30013,10340,Ditto,com.ditto.mobile,HTTPS,Closed,www.turingfraud.net,6774,6511,12,12,2026-06-19T15:50:06.557+03:00,2026-06-19T15:50:11.285+03:00
6,10.215.173.1,41542,14.22.7.199,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,android.bugly.qq.com,2510,6195,12,11,2026-06-19T15:50:06.560+03:00,2026-06-19T15:51:14.244+03:00
6,10.215.173.1,49532,34.49.191.111,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,lbs.netease.im,1547,5805,10,9,2026-06-19T15:50:06.568+03:00,2026-06-19T15:51:14.244+03:00
6,10.215.173.1,56366,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,www.sayyouditto.com,13997,232383,136,192,2026-06-19T15:50:06.708+03:00,2026-06-19T15:51:19.369+03:00
6,10.215.173.1,56368,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,www.sayyouditto.com,1419,5137,16,14,2026-06-19T15:50:06.711+03:00,2026-06-19T15:50:10.427+03:00
6,10.215.173.1,56370,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,www.sayyouditto.com,1339,5057,14,12,2026-06-19T15:50:06.714+03:00,2026-06-19T15:50:10.371+03:00
6,10.215.173.1,56372,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Error,www.sayyouditto.com,1299,4690,13,10,2026-06-19T15:50:06.717+03:00,2026-06-19T15:50:09.709+03:00
6,10.215.173.1,49552,34.49.191.111,443,10340,Ditto,com.ditto.mobile,HTTPS,Error,change-api.netease.im,1621,5692,11,9,2026-06-19T15:50:06.726+03:00,2026-06-19T15:50:11.831+03:00
1,10.215.173.1,2448,154.94.72.16,0,-1,Unknown,unknown,ICMP,Closed,www.sayyouditto.com,336,336,4,4,2026-06-19T15:50:06.728+03:00,2026-06-19T15:50:11.865+03:00
1,10.215.173.1,2450,154.94.72.16,0,-1,Unknown,unknown,ICMP,Closed,res.sayyouditto.com,336,336,4,4,2026-06-19T15:50:06.773+03:00,2026-06-19T15:50:11.877+03:00
1,10.215.173.1,2452,98.98.251.23,0,-1,Unknown,unknown,ICMP,Closed,im.sayyouditto.com,336,336,4,4,2026-06-19T15:50:06.782+03:00,2026-06-19T15:50:10.974+03:00
1,10.215.173.1,2454,185.229.190.17,0,-1,Unknown,unknown,ICMP,Closed,hule.games.sayyouditto.com,336,336,4,4,2026-06-19T15:50:06.809+03:00,2026-06-19T15:50:12.495+03:00
6,10.215.173.1,60606,185.151.204.7,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,app.adjust.com,3803,5393,14,11,2026-06-19T15:50:07.078+03:00,2026-06-19T15:50:17.575+03:00
6,10.215.173.1,60608,185.151.204.7,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,app.adjust.com,3017,4933,13,10,2026-06-19T15:50:07.081+03:00,2026-06-19T15:50:15.959+03:00
17,10.215.173.1,23887,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,16.72.94.154.in-addr.arpa,71,148,1,1,2026-06-19T15:50:08.198+03:00,2026-06-19T15:50:09.570+03:00
17,10.215.173.1,1439,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,17.190.229.185.in-addr.arpa,73,120,1,1,2026-06-19T15:50:08.801+03:00,2026-06-19T15:50:09.999+03:00
17,10.215.173.1,51610,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,23.251.98.98.in-addr.arpa,71,166,1,1,2026-06-19T15:50:08.831+03:00,2026-06-19T15:50:09.999+03:00
17,10.215.173.1,50945,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,im.dittoparty.com,63,177,1,1,2026-06-19T15:50:10.656+03:00,2026-06-19T15:50:11.877+03:00
17,10.215.173.1,53669,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,statistic.live.126.net,68,160,1,1,2026-06-19T15:50:10.667+03:00,2026-06-19T15:50:11.889+03:00
17,10.215.173.1,19302,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,link-ga-hz.yunxinfw.com,69,161,1,1,2026-06-19T15:50:10.696+03:00,2026-06-19T15:50:11.906+03:00
17,10.215.173.1,44416,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,res.dittoparty.com,64,178,1,1,2026-06-19T15:50:10.837+03:00,2026-06-19T15:50:12.071+03:00
6,10.215.173.1,49996,98.98.251.23,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,im.dittoparty.com,2590,6358,21,22,2026-06-19T15:50:11.884+03:00,2026-06-19T15:50:38.537+03:00
17,10.215.173.1,27622,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,www.dittoparty.com,64,179,1,1,2026-06-19T15:50:11.888+03:00,2026-06-19T15:50:12.712+03:00
6,10.215.173.1,50202,220.197.34.76,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,statistic.live.126.net,1412,5243,10,11,2026-06-19T15:50:11.892+03:00,2026-06-19T15:50:14.154+03:00
1,10.215.173.1,2456,98.98.251.23,0,-1,Unknown,unknown,ICMP,Closed,im.dittoparty.com,336,336,4,4,2026-06-19T15:50:11.906+03:00,2026-06-19T15:50:15.305+03:00
6,10.215.173.1,43614,35.247.180.175,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,link-ga-hz.yunxinfw.com,1756,1729,22,22,2026-06-19T15:50:11.912+03:00,2026-06-19T15:50:38.792+03:00
6,10.215.173.1,56406,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,8274,330658,120,171,2026-06-19T15:50:12.076+03:00,2026-06-19T15:51:09.444+03:00
6,10.215.173.1,56408,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,6077,198726,78,129,2026-06-19T15:50:12.080+03:00,2026-06-19T15:50:50.522+03:00
6,10.215.173.1,56410,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,8831,391411,139,209,2026-06-19T15:50:12.085+03:00,2026-06-19T15:51:09.462+03:00
6,10.215.173.1,56412,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Error,res.dittoparty.com,2006,27209,18,20,2026-06-19T15:50:12.089+03:00,2026-06-19T15:50:14.166+03:00
6,10.215.173.1,56414,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,14478,845188,296,423,2026-06-19T15:50:12.094+03:00,2026-06-19T15:51:10.572+03:00
1,10.215.173.1,2458,154.94.72.16,0,-1,Unknown,unknown,ICMP,Closed,res.dittoparty.com,336,336,4,4,2026-06-19T15:50:12.096+03:00,2026-06-19T15:50:15.494+03:00
6,10.215.173.1,56426,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,11960,300765,111,190,2026-06-19T15:50:12.349+03:00,2026-06-19T15:51:19.369+03:00
17,10.215.173.1,26920,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,hule.games.dittoparty.com,71,211,1,1,2026-06-19T15:50:12.506+03:00,2026-06-19T15:50:12.890+03:00
1,10.215.173.1,2460,98.98.251.23,0,-1,Unknown,unknown,ICMP,Closed,www.dittoparty.com,336,504,4,6,2026-06-19T15:50:12.766+03:00,2026-06-19T15:50:16.184+03:00
1,10.215.173.1,2462,193.118.39.35,0,-1,Unknown,unknown,ICMP,Closed,hule.games.dittoparty.com,336,336,4,4,2026-06-19T15:50:12.913+03:00,2026-06-19T15:50:16.243+03:00
17,10.215.173.1,17513,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,35.39.118.193.in-addr.arpa,72,149,1,1,2026-06-19T15:50:13.005+03:00,2026-06-19T15:50:13.018+03:00
6,10.215.173.1,56430,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,1934,29952,15,21,2026-06-19T15:50:13.078+03:00,2026-06-19T15:50:14.281+03:00
6,10.215.173.1,56434,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Error,res.dittoparty.com,1384,7729,12,12,2026-06-19T15:50:13.114+03:00,2026-06-19T15:50:13.864+03:00
6,10.215.173.1,56436,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Error,res.dittoparty.com,1304,3329,10,8,2026-06-19T15:50:13.121+03:00,2026-06-19T15:50:13.757+03:00
6,10.215.173.1,56442,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Error,res.dittoparty.com,1344,12774,11,11,2026-06-19T15:50:13.136+03:00,2026-06-19T15:50:13.772+03:00
6,10.215.173.1,56446,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,2039,30352,23,25,2026-06-19T15:50:13.470+03:00,2026-06-19T15:50:14.287+03:00
6,10.215.173.1,56450,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Error,res.dittoparty.com,1424,13116,13,15,2026-06-19T15:50:13.538+03:00,2026-06-19T15:50:14.116+03:00
6,10.215.173.1,56454,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,6704,309375,117,171,2026-06-19T15:50:13.544+03:00,2026-06-19T15:51:09.717+03:00
17,10.215.173.1,7287,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,sentry.vchat-onlie.com,68,84,1,1,2026-06-19T15:50:14.141+03:00,2026-06-19T15:50:14.161+03:00
6,10.215.173.1,56814,49.51.172.16,443,10340,Ditto,com.ditto.mobile,TLS,Closed,sentry.vchat-onlie.com,8598,6330,23,21,2026-06-19T15:50:14.165+03:00,2026-06-19T15:50:31.219+03:00
6,10.215.173.1,56462,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,36726,2522716,812,1527,2026-06-19T15:50:14.225+03:00,2026-06-19T15:51:19.369+03:00
6,10.215.173.1,56466,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,6898,258491,82,152,2026-06-19T15:50:14.231+03:00,2026-06-19T15:51:19.369+03:00
6,10.215.173.1,56470,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,7895,297998,102,177,2026-06-19T15:50:14.646+03:00,2026-06-19T15:51:19.369+03:00
6,10.215.173.1,56474,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,5064,67743,31,49,2026-06-19T15:50:14.650+03:00,2026-06-19T15:51:19.369+03:00
6,10.215.173.1,56476,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,4629,57359,26,41,2026-06-19T15:50:14.653+03:00,2026-06-19T15:51:19.369+03:00
6,10.215.173.1,50084,98.98.251.23,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,www.dittoparty.com,6271,9318,19,16,2026-06-19T15:50:14.686+03:00,2026-06-19T15:50:25.834+03:00
6,10.215.173.1,50088,98.98.251.23,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,www.dittoparty.com,2332,5144,11,9,2026-06-19T15:50:14.939+03:00,2026-06-19T15:51:19.369+03:00
17,10.215.173.1,15911,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,ip-api.com,56,72,1,1,2026-06-19T15:50:16.256+03:00,2026-06-19T15:50:16.486+03:00
6,10.215.173.1,50066,208.95.112.1,80,10340,Ditto,com.ditto.mobile,TCP,Closed,ip-api.com,180,40,3,1,2026-06-19T15:50:16.491+03:00,2026-06-19T15:51:19.370+03:00
17,10.215.173.1,7403,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,www.dittoparty.com,64,179,1,1,2026-06-19T15:50:29.093+03:00,2026-06-19T15:50:29.108+03:00
6,10.215.173.1,50098,98.98.251.23,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,www.dittoparty.com,28279,206780,136,151,2026-06-19T15:50:29.112+03:00,2026-06-19T15:51:13.743+03:00
6,10.215.173.1,50102,98.98.251.23,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,www.dittoparty.com,9257,84992,52,61,2026-06-19T15:50:31.484+03:00,2026-06-19T15:51:01.845+03:00
6,10.215.173.1,50106,98.98.251.23,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,www.dittoparty.com,8407,166646,78,89,2026-06-19T15:50:31.748+03:00,2026-06-19T15:51:02.131+03:00
6,10.215.173.1,50110,98.98.251.23,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,www.dittoparty.com,3817,15737,22,21,2026-06-19T15:50:33.493+03:00,2026-06-19T15:50:49.084+03:00
6,10.215.173.1,50112,98.98.251.23,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,www.dittoparty.com,4774,17777,25,23,2026-06-19T15:50:33.496+03:00,2026-06-19T15:51:01.845+03:00
17,10.215.173.1,51922,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,firebaselogging-pa.googleapis.com,79,143,1,1,2026-06-19T15:50:33.568+03:00,2026-06-19T15:50:33.580+03:00
6,10.215.173.1,38218,216.239.38.223,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,firebaselogging-pa.googleapis.com,5044,7001,12,10,2026-06-19T15:50:33.583+03:00,2026-06-19T15:51:12.881+03:00
17,10.215.173.1,14023,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,statistic.live.126.net,68,160,1,1,2026-06-19T15:50:44.210+03:00,2026-06-19T15:50:44.237+03:00
6,10.215.173.1,50326,220.197.34.76,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,statistic.live.126.net,3627,5161,11,12,2026-06-19T15:50:44.244+03:00,2026-06-19T15:50:46.230+03:00
17,10.215.173.1,58738,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,im.dittoparty.com,63,177,1,1,2026-06-19T15:50:48.168+03:00,2026-06-19T15:50:48.192+03:00
6,10.215.173.1,43740,35.247.180.175,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,link-ga-hz.yunxinfw.com,1872,1852,23,23,2026-06-19T15:50:48.189+03:00,2026-06-19T15:51:17.850+03:00
6,10.215.173.1,50134,98.98.251.23,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,im.dittoparty.com,2864,7170,23,22,2026-06-19T15:50:48.196+03:00,2026-06-19T15:51:19.631+03:00
6,10.215.173.1,56536,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,7383,428877,140,221,2026-06-19T15:50:49.586+03:00,2026-06-19T15:51:09.893+03:00
6,10.215.173.1,56540,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Error,res.dittoparty.com,1344,5641,11,10,2026-06-19T15:50:49.611+03:00,2026-06-19T15:50:50.440+03:00
17,10.215.173.1,57654,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,res.dittoparty.com,64,178,1,1,2026-06-19T15:51:06.446+03:00,2026-06-19T15:51:06.483+03:00
17,10.215.173.1,39379,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,res.dittoparty.com,64,178,1,1,2026-06-19T15:51:06.449+03:00,2026-06-19T15:51:06.483+03:00
6,10.215.173.1,56544,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,5481,332329,113,140,2026-06-19T15:51:06.487+03:00,2026-06-19T15:51:10.283+03:00
6,10.215.173.1,56546,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,3889,159995,72,79,2026-06-19T15:51:06.494+03:00,2026-06-19T15:51:09.886+03:00
6,10.215.173.1,56548,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,11433,718022,236,393,2026-06-19T15:51:06.496+03:00,2026-06-19T15:51:13.222+03:00
6,10.215.173.1,56550,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,6293,346503,129,203,2026-06-19T15:51:06.498+03:00,2026-06-19T15:51:13.051+03:00
6,10.215.173.1,56560,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,2209,73495,30,50,2026-06-19T15:51:07.787+03:00,2026-06-19T15:51:10.324+03:00
6,10.215.173.1,56562,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,3397,165073,64,103,2026-06-19T15:51:07.790+03:00,2026-06-19T15:51:13.224+03:00
6,10.215.173.1,56568,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,1197,1477,9,8,2026-06-19T15:51:08.310+03:00,2026-06-19T15:51:09.487+03:00
6,10.215.173.1,56572,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,1197,1476,9,8,2026-06-19T15:51:08.352+03:00,2026-06-19T15:51:09.491+03:00
6,10.215.173.1,56576,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,825,464,6,5,2026-06-19T15:51:09.439+03:00,2026-06-19T15:51:10.435+03:00
6,10.215.173.1,56578,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,777,1648,6,6,2026-06-19T15:51:09.441+03:00,2026-06-19T15:51:10.435+03:00
6,10.215.173.1,56580,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,825,464,6,5,2026-06-19T15:51:09.443+03:00,2026-06-19T15:51:10.403+03:00
6,10.215.173.1,56588,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,777,1608,6,5,2026-06-19T15:51:09.936+03:00,2026-06-19T15:51:10.524+03:00
6,10.215.173.1,56592,154.94.72.16,443,10340,Ditto,com.ditto.mobile,TLS,Closed,res.dittoparty.com,100,88,2,2,2026-06-19T15:51:10.317+03:00,2026-06-19T15:51:10.557+03:00
6,10.215.173.1,56594,154.94.72.16,443,10340,Ditto,com.ditto.mobile,TLS,Closed,res.dittoparty.com,100,88,2,2,2026-06-19T15:51:10.321+03:00,2026-06-19T15:51:10.560+03:00
6,10.215.173.1,56600,154.94.72.16,443,10340,Ditto,com.ditto.mobile,TLS,Closed,res.dittoparty.com,100,88,2,2,2026-06-19T15:51:10.357+03:00,2026-06-19T15:51:10.579+03:00
6,10.215.173.1,56602,154.94.72.16,443,10340,Ditto,com.ditto.mobile,TLS,Closed,res.dittoparty.com,100,88,2,2,2026-06-19T15:51:10.362+03:00,2026-06-19T15:51:10.582+03:00
6,10.215.173.1,56608,154.94.72.16,443,10340,Ditto,com.ditto.mobile,TLS,Closed,res.dittoparty.com,100,88,2,2,2026-06-19T15:51:10.386+03:00,2026-06-19T15:51:10.588+03:00
6,10.215.173.1,56612,154.94.72.16,443,10340,Ditto,com.ditto.mobile,TLS,Closed,res.dittoparty.com,100,88,2,2,2026-06-19T15:51:10.395+03:00,2026-06-19T15:51:10.595+03:00
6,10.215.173.1,56614,154.94.72.16,443,10340,Ditto,com.ditto.mobile,TLS,Closed,res.dittoparty.com,100,88,2,2,2026-06-19T15:51:10.400+03:00,2026-06-19T15:51:10.608+03:00
6,10.215.173.1,56620,154.94.72.16,443,10340,Ditto,com.ditto.mobile,TLS,Closed,res.dittoparty.com,100,88,2,2,2026-06-19T15:51:10.421+03:00,2026-06-19T15:51:10.636+03:00
6,10.215.173.1,56622,154.94.72.16,443,10340,Ditto,com.ditto.mobile,TLS,Closed,res.dittoparty.com,100,88,2,2,2026-06-19T15:51:10.423+03:00,2026-06-19T15:51:10.618+03:00
6,10.215.173.1,56624,154.94.72.16,443,10340,Ditto,com.ditto.mobile,TLS,Closed,res.dittoparty.com,100,88,2,2,2026-06-19T15:51:10.431+03:00,2026-06-19T15:51:10.618+03:00
6,10.215.173.1,56632,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,6545,379935,131,196,2026-06-19T15:51:10.452+03:00,2026-06-19T15:51:13.040+03:00
6,10.215.173.1,56634,154.94.72.16,443,10340,Ditto,com.ditto.mobile,TCP,Closed,res.dittoparty.com,100,88,2,2,2026-06-19T15:51:10.460+03:00,2026-06-19T15:51:10.649+03:00
6,10.215.173.1,56636,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,1229,6196,11,10,2026-06-19T15:51:10.463+03:00,2026-06-19T15:51:11.222+03:00
6,10.215.173.1,56642,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,5945,277337,116,141,2026-06-19T15:51:10.470+03:00,2026-06-19T15:51:13.111+03:00
6,10.215.173.1,56644,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,1189,6155,10,9,2026-06-19T15:51:10.472+03:00,2026-06-19T15:51:11.306+03:00
6,10.215.173.1,56646,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,1229,7593,11,10,2026-06-19T15:51:10.475+03:00,2026-06-19T15:51:11.164+03:00
6,10.215.173.1,56656,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,4489,307362,87,154,2026-06-19T15:51:11.133+03:00,2026-06-19T15:51:13.364+03:00
6,10.215.173.1,56660,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,2957,156644,53,90,2026-06-19T15:51:11.185+03:00,2026-06-19T15:51:12.880+03:00
6,10.215.173.1,56662,154.94.72.16,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,res.dittoparty.com,1837,99525,25,40,2026-06-19T15:51:11.189+03:00,2026-06-19T15:51:12.927+03:00
17,10.215.173.1,6769,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,res.dittoparty.com,64,178,1,1,2026-06-19T15:51:11.724+03:00,2026-06-19T15:51:12.029+03:00
17,10.215.173.1,59028,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,res.dittoparty.com,64,178,1,1,2026-06-19T15:51:11.988+03:00,2026-06-19T15:51:12.244+03:00
