IPProto,SrcIP,SrcPort,DstIp,DstPort,UID,App,PackageName,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen
17,10.215.173.1,34882,62.240.110.198,53,10340,Ditto,com.ditto.mobile,DNS,Closed,lbs.netease.im,83,204,1,1,2026-06-19T16:00:55.036+03:00,2026-06-19T16:00:55.184+03:00
6,10.215.173.1,34638,20.247.241.248,443,10340,Ditto,com.ditto.mobile,TCP,Closed,,140,128,3,3,2026-06-19T16:00:55.053+03:00,2026-06-19T16:00:55.483+03:00
17,10.215.173.1,42916,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,httpdns.yunxinfw.com,66,171,1,1,2026-06-19T16:00:55.072+03:00,2026-06-19T16:00:55.184+03:00
6,10.215.173.1,50680,34.49.191.111,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,httpdns.yunxinfw.com,1482,5673,10,9,2026-06-19T16:00:55.191+03:00,2026-06-19T16:01:05.268+03:00
6,10.215.173.1,34648,20.247.241.248,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,lbs.netease.im,1222,5012,8,9,2026-06-19T16:00:55.244+03:00,2026-06-19T16:01:05.279+03:00
17,10.215.173.1,17577,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,lbs.netease.im,60,165,1,1,2026-06-19T16:01:06.271+03:00,2026-06-19T16:01:06.391+03:00
6,10.215.173.1,50688,34.49.191.111,443,10340,Ditto,com.ditto.mobile,HTTPS,Closed,lbs.netease.im,1527,5818,10,8,2026-06-19T16:01:06.400+03:00,2026-06-19T16:01:07.368+03:00
17,10.215.173.1,19998,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,hule.games.sayyouditto.com,72,213,1,1,2026-06-19T16:01:07.120+03:00,2026-06-19T16:01:07.174+03:00
17,10.215.173.1,45981,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,www.sayyouditto.com,65,181,1,1,2026-06-19T16:01:07.127+03:00,2026-06-19T16:01:07.172+03:00
17,10.215.173.1,25002,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,res.sayyouditto.com,65,180,1,1,2026-06-19T16:01:07.139+03:00,2026-06-19T16:01:07.174+03:00
17,10.215.173.1,38058,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,im.sayyouditto.com,64,179,1,1,2026-06-19T16:01:07.148+03:00,2026-06-19T16:01:07.192+03:00
1,10.215.173.1,2527,154.94.72.16,0,-1,Unknown,unknown,ICMP,Closed,res.sayyouditto.com,336,336,4,4,2026-06-19T16:01:07.590+03:00,2026-06-19T16:01:12.975+03:00
1,10.215.173.1,2528,154.94.72.16,0,-1,Unknown,unknown,ICMP,Closed,res.sayyouditto.com,336,336,4,4,2026-06-19T16:01:07.592+03:00,2026-06-19T16:01:12.974+03:00
1,10.215.173.1,2530,185.229.190.17,0,-1,Unknown,unknown,ICMP,Closed,hule.games.sayyouditto.com,336,336,4,4,2026-06-19T16:01:07.593+03:00,2026-06-19T16:01:10.744+03:00
1,10.215.173.1,2533,98.98.251.23,0,-1,Unknown,unknown,ICMP,Closed,im.sayyouditto.com,336,336,4,4,2026-06-19T16:01:07.602+03:00,2026-06-19T16:01:12.998+03:00
17,10.215.173.1,29052,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,17.190.229.185.in-addr.arpa,73,120,1,1,2026-06-19T16:01:07.681+03:00,2026-06-19T16:01:07.910+03:00
17,10.215.173.1,43681,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,16.72.94.154.in-addr.arpa,142,148,2,1,2026-06-19T16:01:07.781+03:00,2026-06-19T16:01:10.851+03:00
17,10.215.173.1,51785,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,23.251.98.98.in-addr.arpa,142,166,2,1,2026-06-19T16:01:07.785+03:00,2026-06-19T16:01:10.851+03:00
17,10.215.173.1,41838,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,hule.games.dittoparty.com,71,211,1,1,2026-06-19T16:01:10.760+03:00,2026-06-19T16:01:10.851+03:00
1,10.215.173.1,2535,185.229.190.17,0,-1,Unknown,unknown,ICMP,Closed,hule.games.dittoparty.com,336,336,4,4,2026-06-19T16:01:10.898+03:00,2026-06-19T16:01:14.978+03:00
17,10.215.173.1,1793,10.215.173.2,53,10340,Ditto,com.ditto.mobile,DNS,Closed,res.dittoparty.com,64,178,1,1,2026-06-19T16:01:12.986+03:00,2026-06-19T16:01:13.012+03:00
